mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
2,23,0,AA,1051,LGA,431,16.42,100,24
4,9,5,OH,5263,LGA,292,15.67,103,NA
7,4,1,AA,2250,SJC,1438,8.92,210,-2
10,5,3,UA,542,ORD,867,18.05,138,80
1,10,0,US,52,JFK,2248,20.17,370,63
0,9,3,UA,100,SFO,2419,12.75,303,23
11,31,3,UA,1137,SFO,337,17.37,87,-3
1,17,0,WN,723,SJC,308,8.83,75,17
9,7,2,UA,350,ORD,642,13.17,119,-16
6,3,4,AA,763,LGA,1389,17.42,230,8
11,12,5,WN,1285,SJC,569,16.58,110,60
0,29,2,B6,369,LGA,1035,21.08,166,39
4,16,5,OH,5594,LGA,544,17.75,138,84
1,25,1,OO,6337,SFO,329,7.67,77,-2
3,26,6,US,58,SMF,397,20.67,83,-13
7,27,3,AA,333,LGA,733,13.42,150,22
1,3,0,AA,2340,ORD,867,13.92,140,23
8,19,5,UA,211,ORD,925,11.92,156,-19
1,8,5,WN,1546,SJC,333,19.75,70,-1
9,26,0,OO,6060,ORD,179,17.83,58,-7
11,26,5,AA,2218,SJC,1438,10.92,200,3
4,19,1,UA,1153,SFO,337,6.17,81,123
6,9,3,UA,912,ORD,473,15.85,97,-5
7,16,6,B6,9,JFK,944,17.92,183,109
11,23,2,OH,6425,LGA,866,13.75,182,-27
7,30,6,AA,1540,TUS,813,14.17,140,-17
6,17,4,AA,2313,ORD,802,9.33,140,0
11,9,2,AA,510,ORD,235,19.42,75,85
1,18,1,US,1881,ORD,599,18,117,36
0,13,0,B6,173,JFK,2569,17.58,415,-51
10,29,6,AA,1797,ORD,258,12.42,70,-12
10,16,0,B6,171,JFK,2521,19.33,406,13
3,24,4,UA,117,ORD,1721,20.17,260,35
10,15,6,UA,478,SFO,1464,10.67,207,24
1,24,0,UA,248,ORD,235,18.25,75,9
7,6,3,UA,46,OGG,2486,20.83,301,1
0,28,1,AA,2357,ORD,802,20.25,150,149
7,3,0,AA,394,ORD,733,6.75,125,-15
11,17,3,AA,731,LGA,1389,11,260,140
2,24,1,UA,658,ORD,719,18,142,-22
4,8,4,OO,5479,SFO,238,12.67,82,69
7,11,1,UA,15,JFK,2586,15.42,382,76
4,6,2,WN,1426,SFO,1855,7.33,250,-21
4,3,6,AA,2455,ORD,1440,7.58,220,33
0,18,5,OO,5492,SFO,77,17.17,43,17
11,3,3,AA,1753,LGA,950,9,180,-8
11,7,0,OO,5655,SFO,86,9.38,45,20
10,11,2,AA,2329,ORD,802,13.42,160,23
11,19,5,OO,5525,SMF,86,14.18,47,85
3,17,4,B6,145,JFK,1074,20.58,204,-3
9,24,5,AA,337,ORD,1739,18,265,5
8,25,4,UA,624,ORD,612,18.08,109,4
9,13,1,AA,1135,LGA,764,8.5,150,-13
8,4,4,OH,6687,ORD,740,17.37,164,174
7,12,2,UA,807,SFO,337,20.05,97,34
0,29,2,AA,335,LGA,733,14.58,165,243
3,19,6,OO,5785,SFO,304,13.08,93,92
3,23,3,US,473,JFK,2248,9.67,343,12
11,10,3,B6,602,JFK,274,20.17,103,13
0,13,0,UA,790,SFO,2139,10.67,275,21
1,4,1,WN,1327,SMF,358,19.58,70,NA
11,7,0,B6,119,JFK,1182,14.65,213,2
9,14,2,UA,383,SFO,447,12.63,94,-15
7,17,0,AA,759,LGA,1389,16.42,225,20
4,29,4,OO,6137,SJC,308,10.22,82,-12
2,7,5,UA,104,ORD,723,14.13,119,-1
0,21,1,B6,4,JFK,301,9.75,95,7
11,6,6,WN,1381,SJC,308,12.75,75,-9
8,16,2,OO,6226,ORD,584,14.38,111,-16
1,4,1,OO,5905,ORD,109,16.77,54,NA
5,16,1,WN,3949,SJC,386,14.83,85,-1
1,13,3,UA,651,ORD,1723,20.17,265,30
6,18,5,OO,6104,ORD,177,10.88,63,-9
1,7,4,B6,821,JFK,944,7,173,3
11,4,4,B6,217,JFK,2465,18.08,405,-33
3,11,5,UA,1675,ORD,2072,8.1,291,50
6,20,0,B6,263,SMF,387,10.83,83,30
2,21,5,OO,6017,ORD,588,8.1,121,NA
4,12,1,B6,197,JFK,2248,10.25,334,31
8,25,4,B6,97,JFK,1626,19.58,285,40
10,11,2,OO,5932,ORD,416,14.2,86,-9
6,31,4,AA,1637,ORD,1437,9.83,210,-18
10,26,3,UA,1142,ORD,473,14.32,94,-24
0,9,3,AA,2093,LGA,1097,11.5,195,-9
7,4,1,UA,610,ORD,612,11.08,112,104
4,26,1,WN,1252,SFO,651,9.17,120,26
0,13,0,AA,769,JFK,1597,6.58,230,16
2,31,1,AA,1058,ORD,1144,19.08,175,NA
2,11,2,UA,259,ORD,888,12,158,-9
0,8,2,OO,5860,ORD,738,13.5,132,-30
0,2,3,WN,2807,SMF,389,20.42,75,44
10,16,0,B6,355,JFK,2465,13.25,379,-6
6,1,2,UA,836,ORD,733,18.08,141,17
9,3,5,B6,67,JFK,1069,14.98,189,34
4,22,4,UA,839,JFK,2475,17.48,389,10
2,27,4,US,415,ORD,1440,17.17,234,145
5,25,3,UA,1151,SFO,337,6,89,-20
9,15,3,UA,1512,SFO,651,10.67,118,-1
8,4,4,OO,6337,ORD,109,12.12,45,26
11,20,6,US,782,SFO,2296,13.85,279,0
1,3,0,AA,2331,ORD,1652,18.08,255,368
5,7,6,UA,624,ORD,612,18.08,111,20
9,14,2,OO,5761,SFO,315,20.3,88,-3
6,5,6,AA,1396,SFO,1464,16.17,215,-24
2,31,1,OO,5987,ORD,174,21.5,57,6
6,5,6,UA,597,ORD,334,20,82,21
5,14,6,US,514,SJC,386,13.83,84,155
1,22,5,AA,362,ORD,733,15.5,135,NA
8,10,3,UA,725,ORD,802,20.27,142,24
10,27,4,UA,48,OGG,2486,23.5,302,26
1,16,6,WN,168,SJC,308,14.83,70,2
8,18,4,UA,148,ORD,678,13.27,128,-4
11,20,6,AA,1612,SFO,1846,9.67,255,9
4,20,2,UA,446,ORD,599,15.92,114,88
1,17,0,UA,111,ORD,1745,11.5,271,5
11,19,5,AA,2325,ORD,802,12.42,155,NA
4,3,6,UA,3,OGG,84,14.88,37,65
7,11,1,UA,538,ORD,867,17.08,144,76
8,8,1,WN,1060,SJC,333,20.17,70,65
1,29,5,WN,688,SFO,337,19.25,90,68
11,14,0,WN,2008,TUS,365,16.5,75,131
9,6,1,UA,371,ORD,1739,17.97,267,-1
0,11,5,B6,907,JFK,740,9.5,169,72
9,10,5,B6,73,JFK,944,12.42,161,55
9,8,3,WN,335,TUS,451,6.08,90,-12
11,4,4,WN,1951,SMF,389,6.17,75,6
5,7,6,OH,5187,LGA,1080,8.75,193,7
2,13,4,UA,1153,SFO,337,8.53,86,1
4,15,4,WN,3244,SJC,308,9.25,80,-11
10,13,4,OO,5756,SFO,153,12.95,59,38
9,4,6,AA,150,SFO,2704,23.33,330,-6
7,31,0,OO,6416,SFO,896,11.38,150,-14
9,30,4,WN,1832,SJC,308,13.75,75,-10
10,6,4,AA,1931,SFO,337,14.33,85,-10
9,23,4,AA,779,ORD,1723,11,260,85
7,10,0,B6,263,SMF,387,10.83,83,-9
6,14,1,OO,5481,SFO,199,8.3,66,-13
11,30,2,AA,1324,SFO,1846,6,255,-21
5,27,5,UA,691,LGA,733,18.07,169,19
11,9,2,OO,4859,SMF,532,9.92,99,49
3,26,6,B6,640,JFK,187,17.42,95,-20
8,7,0,UA,311,SFO,372,12.6,87,-4
10,4,2,WN,1309,SMF,389,16.5,75,56
7,20,3,US,782,SFO,2296,13.17,304,31
6,22,2,OO,5806,ORD,607,19,110,29
3,16,3,OH,5543,LGA,585,13.48,139,27
10,7,5,OO,5570,SFO,262,18.3,76,2
9,3,5,UA,381,ORD,1781,10.27,273,-26
6,15,2,OH,5139,LGA,292,8.82,94,2
10,30,0,UA,824,SFO,2704,13.5,332,16
5,4,3,AA,2275,LGA,764,12.92,145,37
8,1,1,UA,886,SFO,337,12.75,90,-17
8,30,2,US,2161,LGA,214,6,63,-14
4,27,2,UA,19,JFK,2586,20.17,401,166
3,3,4,WN,565,SMF,404,11.5,80,28
5,8,0,OO,5446,SFO,191,10.4,70,3
9,1,3,AA,1872,ORD,1005,11.58,155,52
3,6,0,WN,3663,SMF,397,20,75,25
4,31,6,UA,676,ORD,733,10.08,128,16
3,11,5,UA,343,ORD,416,20.83,86,46
6,15,2,AA,1773,ORD,1118,19.25,170,5
9,4,6,UA,682,ORD,733,13.03,141,-35
11,23,2,AA,1454,TUS,813,15.58,130,21
2,1,6,UA,635,ORD,416,8.88,89,-4
5,3,2,OO,5551,SFO,86,7.25,42,6
6,9,3,AA,345,ORD,1041,20.42,155,90
7,14,4,UA,492,ORD,647,13.2,126,-26
11,21,0,UA,11,JFK,2586,11.42,397,32
1,20,3,UA,44,OGG,2486,14.17,310,-17
4,20,2,WN,117,SMF,389,21.92,75,15
2,15,6,AA,779,ORD,1723,10.33,265,34
1,11,1,UA,176,SFO,2704,11.5,333,25
9,30,4,UA,100,SFO,2419,13,310,1
7,28,4,B6,1057,JFK,340,20.58,117,38
9,17,5,UA,596,ORD,316,7.68,75,-7
6,16,3,OO,5779,SFO,412,11.13,104,3
3,28,1,B6,363,LGA,1035,7.67,175,-4
11,13,6,US,230,SJC,621,9.08,110,-8
1,8,5,US,784,SFO,2296,22.67,284,-9
6,18,5,UA,1226,ORD,622,6.42,109,7
6,2,3,UA,259,ORD,888,17.25,156,29
7,5,2,OO,6396,SFO,326,11.38,76,65
0,1,2,OH,5236,JFK,144,13.23,66,15
3,5,6,OO,6040,ORD,584,18.83,108,-7
6,11,5,UA,170,SFO,2704,6.22,349,-19
6,27,0,OH,5674,JFK,274,12.92,86,NA
6,24,4,UA,107,ORD,1745,8.92,257,149
0,29,2,OO,6415,SFO,316,20.72,77,NA
4,29,4,AA,441,ORD,334,14.25,90,-15
11,26,5,US,3,SMF,647,6,109,8
3,17,4,B6,112,JFK,301,22.92,83,-11
4,13,2,AA,1258,ORD,1012,13.5,160,-20
5,26,4,US,2175,LGA,214,13,68,-15
9,20,1,HA,40,OGG,2562,15.08,315,-8
9,23,4,UA,959,ORD,888,20,154,-13
4,10,6,UA,831,ORD,1846,7.08,273,-8
0,25,5,WN,3753,SMF,389,19.42,75,40
4,18,0,AA,1559,LGA,1097,17.42,190,39
4,4,0,OO,5445,SFO,191,14.13,66,122
4,15,4,UA,886,SFO,337,13,87,30
9,26,0,UA,851,LGA,733,9,147,72
2,6,4,OH,5526,JFK,267,20.75,89,291
3,20,0,OO,5703,SJC,234,16.9,67,0
4,14,3,UA,549,ORD,334,11,83,96
10,16,0,WN,1153,SJC,296,18.25,60,1
6,3,4,AA,368,ORD,733,13.33,135,-15
9,11,6,AA,1559,LGA,1097,16.25,195,-3
10,19,3,OO,5549,SFO,262,6.75,79,-3
2,8,6,UA,496,ORD,296,14.07,71,NA
11,1,1,OH,6691,LGA,461,17.75,122,75
11,25,4,AA,709,LGA,1389,7.92,255,25
2,21,5,AA,1407,ORD,1745,12.25,270,37
10,2,0,OH,6483,LGA,431,13.25,111,-16
11,17,3,OO,5837,ORD,67,21.5,50,-15
5,25,3,OO,5850,ORD,67,18.28,49,26
3,10,4,AA,2242,SFO,337,16.17,85,NA
1,14,4,US,58,SMF,397,20.67,84,29
2,23,0,UA,852,SFO,447,13.88,89,0
11,30,2,B6,916,ORD,740,16.08,147,-30
10,29,6,UA,360,ORD,589,11.02,107,-7
6,18,5,US,985,LGA,544,6.58,114,-13
10,22,6,UA,365,ORD,1726,10.13,276,-12
1,15,5,B6,823,JFK,944,12.17,173,-20
8,17,3,WN,1859,SFO,447,7.58,85,-11
7,27,3,UA,532,ORD,867,10.63,140,-16
2,9,0,OH,5516,JFK,187,21.5,92,68
0,2,3,UA,1510,SFO,651,6.58,110,-1
9,9,4,B6,125,JFK,1626,7.83,266,16
5,14,6,OO,5859,ORD,84,10.33,46,-8
8,13,6,UA,182,ORD,606,13.55,117,83
7,18,1,WN,2906,SMF,480,18.33,90,42
2,4,2,UA,152,SFO,1846,18.08,241,34
4,4,0,AA,179,JFK,2586,9.08,380,6
5,22,0,UA,120,SFO,2419,9.87,319,50
1,12,2,WN,3073,SMF,373,12.17,80,-2
8,8,1,AA,2349,ORD,802,18.5,145,59
7,6,3,WN,3662,SJC,342,14.42,75,30
7,18,1,OH,5525,LGA,866,21.5,159,-34
1,5,2,B6,1004,JFK,187,9.83,85,5
1,19,2,B6,1087,JFK,541,21.75,127,28
8,8,1,UA,405,LGA,1619,10.48,267,20
3,12,6,AA,1,JFK,2475,9,365,23
3,22,2,AA,2303,ORD,802,6.67,140,66
10,15,6,US,15,JFK,2153,6.25,348,-41
2,25,2,OO,5947,ORD,531,13.5,101,130
9,28,2,B6,99,JFK,2576,9.75,382,9
4,11,0,UA,755,ORD,1721,8.2,257,26
0,22,2,AA,2361,ORD,802,21,145,108
5,30,1,AA,257,JFK,2248,16.42,375,83
5,14,6,UA,565,ORD,1249,19.75,198,173
11,10,3,B6,41,JFK,944,9.08,181,15
9,26,0,UA,136,SFO,1846,10,253,30
6,15,2,B6,625,JFK,1428,13,233,-3
5,17,2,OO,6124,ORD,235,16.17,79,31
1,6,3,UA,34,OGG,2338,13.58,277,-7
8,13,6,OO,6360,SFO,599,14.53,101,-10
0,24,4,US,374,ORD,1515,21.05,246,-1
7,7,4,B6,1085,JFK,541,16.92,136,NA
1,10,0,OO,5945,SFO,326,17.02,72,-12
5,26,4,AA,2450,SFO,337,12.08,85,76
1,10,0,OO,6517,TUS,451,6.33,99,-9
8,2,2,AA,398,ORD,733,6,125,3
0,2,3,AA,1815,JFK,740,15.75,175,84
1,7,4,UA,914,SFO,2419,7.83,303,59
5,18,3,OO,5499,SFO,250,7.05,81,-9
11,16,2,AA,1374,ORD,1197,14.25,185,116
11,19,5,UA,1164,SFO,447,22.35,88,89
9,21,2,US,2187,LGA,214,19,77,11
3,8,2,UA,1590,SFO,414,12.78,99,103
4,3,6,AA,413,ORD,1726,11.67,255,-1
3,25,5,UA,654,ORD,719,15.75,157,NA
5,16,1,AA,2355,ORD,802,20.08,135,56
6,30,3,UA,679,LGA,733,12,156,-11
8,12,5,UA,266,ORD,240,18.68,65,27
6,17,4,OH,5692,JFK,274,22.08,94,36
5,2,1,UA,945,ORD,888,11.92,154,8
7,9,6,UA,127,ORD,1745,18.67,261,20
10,12,3,AA,510,ORD,235,19.42,75,71
2,26,3,UA,581,ORD,1739,11.92,269,23
9,8,3,AA,1659,ORD,403,20.75,90,-15
7,14,4,B6,68,JFK,209,9.83,83,-29
6,28,1,UA,341,ORD,416,9.87,85,-4
1,29,5,AA,1174,SJC,1829,13,255,104
11,3,3,AA,392,ORD,733,8,120,31
6,9,3,AA,381,LGA,733,21,140,70
9,10,5,OO,6752,ORD,607,6,106,-4
0,13,0,UA,405,LGA,1619,11,271,-20
0,6,0,UA,554,SFO,550,16.25,108,29
4,19,1,OH,5160,JFK,288,14.98,91,35
0,17,4,OO,5870,ORD,179,18.07,57,NA
2,18,2,B6,121,JFK,944,8,185,1
5,12,4,UA,959,ORD,888,20,155,59
5,2,1,OO,5567,SFO,158,15.75,58,26
1,6,3,HA,43,SJC,2416,9,330,-12
0,17,4,UA,1568,ORD,1012,19.2,156,137
10,10,1,AA,2345,ORD,802,17.42,160,NA
4,31,6,B6,1107,JFK,426,17.25,117,410
5,30,1,WN,118,SJC,621,17.5,115,-1
0,16,3,AA,1339,ORD,1723,17.92,265,-27
2,3,1,HA,38,OGG,2541,13.5,305,3
4,12,1,OO,6149,ORD,531,9,101,-7
3,28,1,AA,2275,LGA,764,12.92,145,75
11,19,5,UA,29,JFK,2475,18.97,387,NA
6,31,4,OO,6019,ORD,462,17.57,99,-15
6,29,2,UA,365,ORD,1726,10.65,256,-5
9,18,6,HA,161,OGG,100,15.23,34,-2
11,6,6,OH,6335,JFK,425,8.75,130,25
0,28,1,OO,5716,SFO,78,20.75,42,-9
2,25,2,AA,1815,JFK,740,15.67,169,49
5,21,6,OO,5449,SFO,86,16.52,47,-3
0,24,4,B6,49,JFK,944,14.25,168,31
0,31,4,UA,403,LGA,1619,7.98,274,2
3,25,5,AA,2050,ORD,1197,12.5,180,61
11,21,0,WN,2031,SMF,480,18,85,101
4,5,1,UA,29,JFK,2475,18.83,389,28
11,6,6,OH,6939,JFK,228,15.08,93,10
10,3,1,UA,835,LGA,733,8.08,153,16
2,9,0,B6,825,JFK,944,17.75,187,46
3,26,6,B6,1307,JFK,228,11.92,75,-1
8,9,2,UA,562,SFO,550,13.08,107,59
9,12,0,AA,1403,ORD,585,14.83,110,-19
9,16,4,UA,148,ORD,678,13.08,132,-34
0,22,2,AA,1,JFK,2475,9,385,2
1,8,5,UA,882,ORD,867,16,137,16
6,22,2,US,551,SJC,621,12.5,114,-7
10,13,4,OH,6803,ORD,606,8.25,119,16
2,31,1,AA,150,SFO,2704,23.42,320,-15
4,2,5,UA,1540,SFO,651,13.42,122,43
1,6,3,AA,1821,JFK,1391,7.83,250,4
7,12,2,WN,807,SJC,296,20.08,60,-3
9,25,6,OH,6417,JFK,426,16.67,131,NA
4,9,5,AA,1768,ORD,678,15.67,135,NA
11,23,2,OO,6006,ORD,654,18.92,104,246
2,11,2,AA,1513,ORD,888,18.83,160,56
4,13,2,AA,325,ORD,258,8.92,65,32
0,24,4,WN,1152,SJC,386,16.92,80,22
0,8,2,OH,5046,JFK,508,20.08,157,-3
8,22,1,WN,493,SMF,1790,6.5,230,8
1,9,6,AA,701,LGA,1389,6,240,6
1,6,3,AA,1201,ORD,258,15,70,NA
0,17,4,AA,335,LGA,733,14.58,165,37
7,4,1,B6,625,JFK,1428,13,233,-24
0,17,4,UA,1448,ORD,1012,15.83,156,32
2,19,3,B6,1079,JFK,288,22.25,94,NA
7,12,2,UA,512,ORD,594,13.18,116,-1
0,4,5,WN,1948,SJC,308,7.42,70,-7
9,11,6,B6,95,JFK,2576,18,406,-28
9,21,2,UA,847,LGA,229,19.4,94,-2
0,28,1,UA,608,ORD,612,10,105,-4
8,8,1,OH,6632,LGA,610,9.42,147,5
10,8,6,OH,6651,JFK,766,19.67,185,45
6,25,5,WN,3482,SFO,337,19.83,80,-3
2,20,4,AA,2093,LGA,1097,11.58,190,44
4,26,1,UA,482,SFO,967,19.58,141,141
8,30,2,OO,5741,SFO,78,11.05,42,20
4,31,6,OO,3935,SFO,599,11.5,107,-14
7,22,5,OH,5467,LGA,478,15.95,125,10
11,21,0,OO,5961,ORD,130,17,53,NA
2,27,4,UA,542,ORD,867,19.5,133,NA
4,25,0,B6,644,SFO,2586,12.33,346,-6
0,5,6,AA,1846,SJC,1438,15.58,205,4
7,22,5,OO,5447,SFO,158,10.35,62,60
3,23,3,AA,2303,ORD,802,6.67,140,6
6,31,4,OO,5701,SJC,234,7.88,62,-14
3,23,3,UA,33,JFK,2475,20.5,389,9
5,2,1,UA,72,SFO,372,17.67,88,24
3,21,1,OO,5728,SFO,304,16.92,93,-9
3,23,3,HA,165,OGG,100,13.5,34,5
5,24,2,B6,183,JFK,2446,11.17,346,-8
0,22,2,OO,5566,SFO,158,11.75,62,49
9,9,4,AA,394,ORD,733,6.75,130,2
5,27,5,OO,6124,ORD,235,16.65,79,40
9,3,5,B6,703,JFK,1597,15.25,242,11
2,3,1,UA,683,LGA,733,14,158,54
10,13,4,AA,1199,ORD,978,8.25,170,19
3,8,2,OO,6476,ORD,264,15.83,81,-2
8,1,1,AA,1847,JFK,1391,7.83,215,-12
0,6,0,UA,490,SFO,1846,16.25,250,84
2,1,6,AA,889,ORD,1745,18.25,275,-17
8,30,2,AA,1545,ORD,978,12.17,150,-11
9,20,1,AA,179,JFK,2586,9,380,40
11,5,5,AA,1990,SFO,2585,6,305,4
1,17,0,OO,5936,ORD,717,19.83,121,13
6,1,2,B6,263,SMF,387,10.83,83,-6
2,28,5,AA,543,LGA,1011,19.25,180,92
9,4,6,UA,540,ORD,867,18.05,143,-21
6,17,4,B6,1087,JFK,541,21.75,134,70
6,25,5,AA,20,SFO,2586,15.42,334,-28
0,6,0,US,208,SJC,621,16.2,110,-7
7,2,6,OH,5205,JFK,288,12.48,98,NA
6,13,0,OO,6120,SFO,192,16.07,60,26
4,6,2,UA,176,SFO,2704,11.35,344,35
4,18,0,OO,5820,SFO,326,13.08,70,0
8,22,1,UA,249,ORD,299,9.87,82,20
0,14,1,AA,2085,ORD,403,16.92,90,65
11,18,4,UA,669,LGA,733,7,153,NA
4,4,0,AA,1765,ORD,258,19.42,65,-4
9,26,0,OH,6609,JFK,301,21.75,104,26
9,26,0,AA,1544,ORD,612,18.17,110,-1
2,31,1,AA,1733,ORD,1440,19.42,230,NA
10,26,3,AA,759,LGA,1389,14.83,250,-24
0,20,0,B6,357,JFK,2465,16.67,380,46
5,25,3,WN,3582,SJC,621,12.58,110,-1
3,20,0,OH,5161,LGA,866,13.58,181,239
3,5,6,AA,425,ORD,1721,16.42,275,-16
9,1,3,UA,1552,ORD,849,20.12,136,61
6,12,6,UA,121,ORD,1745,12.43,254,43
1,17,0,UA,352,ORD,590,18.25,106,111
9,1,3,AA,347,ORD,258,20.67,70,14
6,4,5,UA,1101,ORD,802,7.98,150,-19
2,28,5,AA,670,TUS,813,10.83,125,8
8,6,6,UA,8,SFO,2586,9.48,339,NA
10,9,0,OO,5952,ORD,235,13.13,76,-11
9,22,3,AA,2098,ORD,867,16.17,145,41
0,9,3,OO,6274,ORD,738,16.17,136,-33
4,8,4,US,1937,ORD,678,5.75,124,1
7,27,3,OO,6231,ORD,84,17.22,46,-16
3,12,6,OH,5493,ORD,264,6,84,-4
7,2,6,AA,309,ORD,1440,10,220,NA
6,26,6,OO,3916,SFO,599,17.72,107,-4
1,4,1,UA,155,ORD,1846,20.08,276,44
6,18,5,US,2175,LGA,214,13,68,-20
4,16,5,UA,393,ORD,403,9.75,93,69
2,8,6,WN,3968,SFO,337,11.17,85,29
4,31,6,OO,6209,ORD,738,13.5,135,-11
3,24,4,OO,5946,ORD,588,15.42,111,31
8,21,0,AA,2341,ORD,802,16.83,145,-2
11,31,3,WN,3962,SFO,651,15.42,120,36
11,23,2,UA,703,ORD,925,20.4,167,302
7,5,2,AA,743,LGA,1389,12.75,225,-15
11,16,2,UA,254,ORD,316,21.88,75,NA
5,10,2,WN,2444,SMF,397,11.33,80,11
8,9,2,UA,158,SFO,1846,22.83,236,-11
5,3,2,OH,5585,JFK,301,12.67,90,0
4,3,6,B6,640,SFO,2586,8,336,-4
5,15,0,AA,16,SFO,2586,11.25,350,-13
1,28,4,OO,5701,SJC,234,7.8,63,-21
2,9,0,AA,2333,ORD,802,15,155,1
4,29,4,US,278,SFO,414,20.75,89,-17
1,12,2,AA,181,JFK,2475,17,379,67
1,7,4,US,1005,ORD,678,9.75,122,27
7,10,0,AA,1258,ORD,1012,13.5,160,-14
3,28,1,AA,1773,ORD,1118,19.17,185,77
11,12,5,B6,217,JFK,2465,18.08,405,9
5,14,6,B6,1301,JFK,228,6.92,90,-12
0,24,4,OO,5843,ORD,67,17.92,53,0
8,28,0,OH,6741,JFK,425,19.82,134,37
4,17,6,UA,616,ORD,612,14.08,109,-7
7,5,2,US,1881,ORD,599,17.75,116,156
1,26,2,UA,635,ORD,416,8.88,89,61
1,13,3,UA,1226,ORD,622,7.75,110,53
6,20,0,OO,5718,SFO,78,13.52,42,59
2,20,4,WN,435,SJC,333,12,70,9
2,27,4,B6,381,LGA,1076,16.25,190,100
3,9,3,AA,185,JFK,2475,20.5,375,61
8,29,1,B6,66,JFK,301,10.92,83,-12
7,18,1,UA,472,SMF,1781,6.03,237,-17
3,12,6,AA,2303,ORD,802,6.67,140,NA
9,7,2,AA,2466,SFO,1464,0.83,190,-10
5,26,4,OO,6091,ORD,585,12.62,115,9
0,19,6,OO,6382,SFO,522,7.75,93,17
4,30,5,UA,189,ORD,1723,8.05,259,26
10,21,5,UA,606,ORD,612,9.07,108,-13
6,28,1,AA,309,ORD,1440,10,220,-6
5,20,5,US,856,ORD,678,20.42,125,47
9,9,4,OH,6737,JFK,740,7.48,181,-27
7,10,0,UA,594,ORD,606,6.47,116,-22
8,19,5,OO,6035,ORD,409,16.3,89,2
5,24,2,OO,5499,SFO,250,7.05,81,16
3,13,0,OH,5466,ORD,740,11.92,147,18
1,20,3,US,716,ORD,678,11.58,123,-21
0,21,1,OO,3894,ORD,606,11.75,120,17
7,20,3,UA,588,SJC,948,10.5,148,0
3,7,1,AA,664,LGA,950,9.25,170,42
2,4,2,B6,21,JFK,1005,17.33,190,48
0,16,3,B6,197,JFK,2248,8.92,363,-13
4,24,6,WN,776,SFO,414,19.33,90,-8
11,19,5,AA,874,ORD,867,19.75,135,NA
8,12,5,OH,6868,LGA,834,19.83,165,33
0,3,4,OO,6376,SFO,326,6.53,63,10
8,12,5,B6,171,JFK,2521,19.5,391,25
5,1,0,UA,589,ORD,802,9.75,142,22
0,24,4,UA,817,SFO,337,8.83,86,27
5,16,1,UA,745,LGA,1619,14.22,259,338
7,15,5,AA,1339,ORD,1723,18.33,255,50
5,29,0,AA,254,OGG,2486,14.25,310,4
6,6,0,B6,937,ORD,1735,17.42,251,-5
9,4,6,US,782,SFO,2296,13.08,294,21
9,29,3,OH,6461,JFK,1028,20.08,208,-21
5,13,5,OO,6104,ORD,177,10.77,63,62
3,25,5,OO,5557,SFO,77,8.75,46,0
1,8,5,AA,2060,SMF,1431,14.08,195,21
10,30,0,B6,42,JFK,267,11,76,60
5,8,0,AA,2341,ORD,802,16.75,150,17
1,3,0,UA,1226,ORD,622,7.08,108,1
5,2,1,OH,5417,LGA,610,20.25,139,21
0,22,2,US,1005,ORD,678,9.75,122,19
2,31,1,OO,4088,SJC,585,13,114,-19
5,9,1,B6,91,JFK,2576,15.92,373,19
9,27,1,UA,1114,ORD,783,13.33,133,74
3,16,3,AA,1845,JFK,1090,5.75,170,-25
9,1,3,OO,5564,SMF,86,21.03,43,3
0,2,3,OO,5957,TUS,451,17.7,102,-16
11,27,6,WN,888,SFO,414,14,100,-18
1,5,2,OO,5981,ORD,557,20.33,119,NA
4,21,3,US,570,SFO,651,9.17,117,-4
6,27,0,OO,5914,ORD,654,21.15,110,NA
10,25,2,AA,2093,LGA,1097,12,190,29
2,17,1,B6,623,JFK,1428,8,253,122
6,28,1,OO,6087,ORD,491,11.92,98,32
10,25,2,WN,2356,SMF,397,11.92,80,-2
3,2,3,UA,1497,ORD,1440,16.83,229,20
3,24,4,HA,315,OGG,100,11.08,34,8
11,8,1,AA,178,SFO,2586,13.83,330,31
4,13,2,AA,1411,ORD,334,21.42,85,41
0,16,3,AA,1544,SFO,1846,10.92,260,7
8,2,2,B6,83,JFK,2421,20.58,380,-2
1,27,3,WN,414,SFO,337,7.08,90,-21
7,13,3,B6,1105,JFK,426,12.42,100,41
11,16,2,OO,5450,SFO,77,14.43,43,48
7,12,2,B6,615,JFK,829,13.58,142,32
10,26,3,B6,69,JFK,1028,14.98,189,-33
5,20,5,B6,625,JFK,1428,13,233,9
10,16,0,OO,6075,ORD,1249,10.13,210,-8
1,26,2,UA,672,ORD,733,8.1,128,NA
6,31,4,WN,1412,SJC,308,16.67,75,5
9,29,3,UA,437,ORD,403,8.7,92,-16
7,4,1,UA,912,ORD,473,15.85,97,NA
5,10,2,UA,1153,SFO,337,6.68,88,25
11,10,3,UA,302,ORD,723,18.98,116,13
0,20,0,US,573,SFO,414,13.58,89,22
4,28,3,OH,5424,LGA,610,9.45,141,21
0,1,2,B6,133,JFK,1074,10.17,205,9
4,16,5,UA,682,ORD,733,13.08,137,114
7,2,6,B6,43,JFK,944,19.5,183,117
11,29,1,WN,2563,TUS,1440,6.5,195,-4
0,10,4,UA,943,ORD,1745,17,268,3
11,3,3,OO,5702,SJC,234,10.78,67,-1
